"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1830796";"";"None";"301.52";"0";"3.41";"11";"CC(=O)c1cc2cc(Cl)cc(Br)c2oc1=O";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"22.73";"0.59";"3.44";"14.50";"0";"CHEMBL1833115";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828496";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3833782";""
"CHEMBL4101285";"";"None";"394.43";"0";"3.81";"4l";"C#CCn1c(-c2ccc(C(=O)N/N=C/c3cccc(O)c3)cc2)nc2ccccc21";"IC50";"'>='";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4038671";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI insect cells using tyramine as substrate pretreated for 30 mins followed by substrate addition incubated for 30 mins measured at 5 mins interval by horse-radish peroxidase/amplex red-based fluorometric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038273";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4216854";"";"None";"298.21";"0";"3.42";"12g";"Cl.NCCc1ccc(OCc2ccccc2Cl)cc1";"IC50";"'='";"2849.0";"nM";"5.54";"";"";"UO_0000065";"21.19";"0.42";"2.13";"15.73";"0";"CHEMBL4182524";"Inhibition of recombinant human MAO-B using benzylamine as substrate preincubated for 15 mins followed by substrate addition measured after 20 mins by amplex red reagent based spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177719";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4467171";"";"None";"207.23";"0";"1.38";"9wR";"Cc1cc(N)c(O)c2c1C[C@@H](C)OC2=O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393413";"Inhibition of human recombinant MAOB using kynuramine as substrate incubated for 10 mins by UPLC-ESI-MS/MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392854";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL4463607";"";"None";"208.21";"0";"0.99";"4";"C[C@@H]1Cc2c(CO)ccc(O)c2C(=O)O1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393413";"Inhibition of human recombinant MAOB using kynuramine as substrate incubated for 10 mins by UPLC-ESI-MS/MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392854";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL4289655";"";"None";"268.32";"0";"3.24";"(R,S)-7ad";"O=[N+]([O-])c1cccc(CN[C@@H]2C[C@H]2c2ccccc2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4253677";"Inhibition of MAO-B (unknown origin) using beetle luciferin derived luminogenic substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by MAO-Glo assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251603";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL1814070";"";"None";"333.26";"0";"4.06";"21";"O=C(Nc1ccc(C(F)(F)F)cc1)c1coc2ccccc2c1=O";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"20.88";"0.40";"2.90";"11.73";"0";"CHEMBL1815009";"Inhibition of human MAO-B assessed as inhibition of p-tyramine oxidation to p-hydroxyphenyl-acetaldehyde after 15 mins by fluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811774";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL4284235";"";"None";"420.47";"0";"3.47";"24a";"Cc1ccc(NC(=O)c2coc3ccc(/C=C/C(=O)OCCN(C)C)cc3c2=O)cc1";"IC50";"'='";"2370.0";"nM";"5.62";"";"";"UO_0000065";"13.38";"0.25";"2.16";"6.33";"0";"CHEMBL4268502";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1- 4 cells using p-tyramine as substrate assessed as decrease in H2O2 production by amplex red-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4265951";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4159892";"";"None";"342.03";"0";"4.79";"9d";"Brc1cccc(COc2cccc(Br)c2)c1";"IC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"17.89";"0.52";"1.33";"66.30";"0";"CHEMBL4138673";"Inhibition of human MAOB incubated for 15 mins using p-tyramine substrate by Amplex red reagent based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138066";"1";"Scientific Literature";"Medchemcomm";"2017";"None";""
"CHEMBL4175017";"";"None";"277.16";"0";"4.34";"9f";"Cc1cccc(COc2cccc(Br)c2)c1";"IC50";"'='";"1980.0";"nM";"5.70";"";"";"UO_0000065";"20.58";"0.49";"1.36";"61.79";"0";"CHEMBL4138673";"Inhibition of human MAOB incubated for 15 mins using p-tyramine substrate by Amplex red reagent based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138066";"1";"Scientific Literature";"Medchemcomm";"2017";"None";""
"CHEMBL18116";"TOLOXATONE";"-1.0";"207.23";"0";"1.31";"Toloxatone";"Cc1cccc(N2CC(CO)OC2=O)c1";"IC50";"'>'";"80000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4369244";"Inhibition of MAOB (unknown origin) using benzylamine as substrate preincubated for 30 mins followed by substrate addition";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368868";"1";"Scientific Literature";"Medchemcomm";"2018";"None";""
"CHEMBL490923";"";"None";"320.80";"0";"3.64";"5p";"CS(=O)(=O)c1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1";"IC50";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"19.73";"0.41";"2.69";"12.36";"0";"CHEMBL1003729";"Inhibition of human recombinant MAO-B assessed as hydrogen peroxide production";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138489";"1";"Scientific Literature";"J Med Chem";"2009";"None";""
"CHEMBL120770";"";"None";"326.35";"0";"3.30";"8";"Cc1cc(=O)oc2cc(OC/C=C/C3=CC(=O)C(C)(C)O3)ccc12";"IC50";"'='";"169.82";"nM";"6.77";"";"";"UO_0000065";"20.74";"0.39";"3.47";"10.30";"0";"CHEMBL733090";"Inhibitory potency against Monoamine oxidase B";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135004";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";""
"CHEMBL508793";"";"None";"325.32";"0";"3.06";"32";"COc1cc(NC(=O)c2cc3ccccc3oc2=O)cc(OC)c1";"IC50";"'='";"4180.0";"nM";"5.38";"";"";"UO_0000065";"16.53";"0.31";"2.32";"6.92";"0";"CHEMBL964042";"Inhibition of human recombinant MAOB expressed in BTI-TN-5B1-4 cells assessed as effect on H2O2 production from para-tyramine by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153941";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3833782";""
"CHEMBL472081";"";"None";"231.25";"0";"1.93";"2";"CC(C)NC(=O)c1cc2ccccc2oc1=O";"IC50";"'='";"25360.0";"nM";"4.60";"";"";"UO_0000065";"19.87";"0.37";"2.67";"7.75";"0";"CHEMBL964042";"Inhibition of human recombinant MAOB expressed in BTI-TN-5B1-4 cells assessed as effect on H2O2 production from para-tyramine by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153941";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3833782";""
"CHEMBL3652419";"";"None";"330.35";"0";"3.25";"BDBM113072";"c1cn(-c2ccc3nc(-c4ccc5c(c4)OCCO5)ncc3c2)cn1";"IC50";"'='";"10000.0";"nM";"5.00";"";"234373";"UO_0000065";"15.14";"0.27";"1.75";"8.06";"0";"CHEMBL3707880";"Activity Assay: Inhibitory activity of compounds was evaluated by a homogeneous luminescent method, the MAO-Glo Assay (Promega), measuring the monoamine oxidase activity (MAOs) from recombinant source (microsomes from baculovirus infected insect cells, Sigma). Experiments were performed according to the Supplier's procedure, incubating human recombinant MAO-A or MAO-B with a luminogenic substrate, a derivative of beetle luciferin ((4S)-4,5-dihydro-2-(6-hydroxybenzothiazolyl)-4-thiazolecarboxylic acid). MAOs converts this luciferin derivative to methyl ester luciferin and only compounds that interfere with the ability of the enzyme to use the pro-luminescent substrate will cause changes in the resulting luminescent signal.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638392";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL4217355";"";"None";"546.51";"2";"7.11";"3e";"O=C1/C(=C/c2ccc(OCCCN3CCCCC3)cc2)Cc2ccc(OCc3ccc(Br)cc3)cc21";"IC50";"'='";"1455.0";"nM";"5.84";"";"";"UO_0000065";"10.68";"0.22";"-1.27";"15.06";"0";"CHEMBL4197757";"Inhibition of human MAO-B expressed in baculovirus infected insect cell membranes using kynuramine as substrate after 15 to 20 mins by discontinuous fluorimetric method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196042";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL887";"RASAGILINE";"4.0";"171.24";"0";"1.90";"rasagiline";"C#CCN[C@@H]1CCc2ccccc21";"IC50";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"41.26";"0.74";"5.17";"58.73";"1";"CHEMBL4048104";"Inhibition of recombinant human MAO-B using kynuramine as substrate after 30 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL3892044";"";"None";"364.49";"0";"3.82";"6";"O=C(/C=C/c1cccc(O)c1)NCCC1CCN(Cc2ccccc2)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3860151";"Inhibition of human recombinant MAOB using p-tyramine as substrate incubated for 15 mins by fluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3860024";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";""
"CHEMBL3819320";"";"None";"364.49";"0";"3.82";"7";"O=C(/C=C/c1ccc(O)cc1)NCCC1CCN(Cc2ccccc2)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3860151";"Inhibition of human recombinant MAOB using p-tyramine as substrate incubated for 15 mins by fluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3860024";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";""
"CHEMBL4091608";"";"None";"378.52";"0";"4.57";"TM-29";"O=C1CCc2ccc(OCCCCCCN3CCc4ccccc4C3)cc2N1";"IC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"14.15";"0.26";"0.79";"12.89";"0";"CHEMBL4035444";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI insect cells using kynuramine as substrate after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033676";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL4101838";"";"None";"390.53";"0";"4.65";"TM-30";"C#CCN(CCCCCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1";"IC50";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"13.88";"0.26";"0.77";"13.04";"0";"CHEMBL4035444";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI insect cells using kynuramine as substrate after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033676";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL3911291";"";"None";"276.72";"0";"3.83";"7";"CC(=O)c1ccc(OCc2cccc(Cl)c2)cc1O";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"32.11";"0.64";"5.06";"19.10";"0";"CHEMBL3863382";"Inhibition of recombinant human MAO-B using kynuramine as substrate assessed as decrease in 4-hydroxyquinoline production incubated for 20 mins by fluorescence spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862011";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL3969283";"";"None";"317.42";"0";"4.97";"BDBM251809";"c1ccc(CNc2ccc3nc(-c4ccccc4)sc3n2)cc1";"IC50";"'='";"1900000.0";"nM";"";"Outside typical range";"438854";"UO_0000065";"";"";"";"";"0";"CHEMBL3889174";"Inhibition Assay: A stock solution was prepared using a human MAO-B enzyme (purchased from Aldrich) and a Amplex Red monoamine oxidase assay kit according to a preparation manual. The kit includes a 5x reaction buffer, an Amplex red reagent (1 mg), HRP, DMSO, H2O2, p-tyramine (substrate of MAO-A, B), benzylamine (substrate of MAO-B), clorgiline (inhibitor of MAO-A), and pargyline (inhibitor of MAO-B). Among these reagents in the kit, benzylamine was used as a substrate for MAO-B, and pargyline was used as an MAO-B inhibitor. A solution as overall substrates was prepared as follows. 200 ul of a solution of 1 mg of Amplex red sufficiently dissolved in 200 ul of DMSO, 100 ul of a mixed solution of HRP and 1 ml of a 1x buffer, 200 ul of a solution of benzylamine dissolved in 1.2 ml of dH2O were added to 9.5 ml of a 1x buffer to reach a total volume of 10 mL, which is sufficient for 100 wells. 0.5 ul of a mixture of MAO-B inhibitor pargyline and 1 ml of dH2O was put into each well. First, the activity of MAO-B was determined using 10 uM of the synthesized compound.Â  96 wells were injected with positive and negative types, and the wile type. The positive type included only substrate and hydrogen peroxide, and the negative type included only substrate. For the wild type, corresponding wells were injected with the enzyme, substrate, and MAO-B inhibitor, but with no synthesized compound. Afterward, 2 ul of the synthesized compound (1 mM) was added into each well, and the human MAO-B enzyme was put only into the 1st row of wells. 0.5 ug of the human MAO-B was put into each well along with 100 ul of a 1x buffer. The human MAO-B enzyme was put into the 2nd row of the wells along with 0.5 ul of a pargyline, the MAO-B inhibitor. To reduce an experimental error for accuracy, the test was repeated three times for each compound. After 30 minutes, 100 ul of the substrate solution was added into each well in a darkroom. The test was performed in the darkroom due to light sensitivity of the Amplex reagent. Finally, a total volume of the reaction solution per well reached 200 ul. After about 2 to 3 hours, chromophoric degrees of the samples were measured. A variation in data values for the 1st and 2nd rows of the wells indicates the pure reaction activity of the MAO-B enzyme with the substrate. Using the samples with the synthesized compound the remaining activity of MAO-B after inhibited by the synthesized compound may be determined. This is because the activities of the other enzymes excluding the MAO-B enzyme may be excluded through this method. Compounds with high inhibitory activity at a concentration of 10 uM were screened from among the synthesized compounds at a compound concentration of 10 uM. Afterward, concentration-dependent IC50 values of these compounds may be obtained through an activity assay at different concentrations of 0.001 uM, 0.01 uM, 0.1 uM, 1 uM, and 10 uM.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886975";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL1835223";"";"None";"266.30";"0";"3.78";"1";"COc1ccc2oc(=O)c(-c3cccc(C)c3)cc2c1";"IC50";"'='";"17.05";"nM";"7.77";"";"";"UO_0000065";"29.17";"0.53";"3.99";"19.70";"0";"CHEMBL1838814";"Inhibition of human recombinant MAO-B expressed in insect BT1-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine up to 15 mins by amplex red-based fluorometric assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833810";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL4097014";"";"None";"295.29";"0";"3.06";"14a";"Cc1ccc2oc(=O)c(C(=O)Nc3ccc(O)cc3)cc2c1";"IC50";"'='";"621.7";"nM";"6.21";"";"";"UO_0000065";"21.02";"0.39";"3.15";"7.80";"0";"CHEMBL4040840";"Inhibition of human recombinant microsomal MAOB expressed in baculovirus infected BTI-TN-5B1- 4 cells using p-tyramine as substrate assessed as decrease in H2O2 production after 15 mins by amplex red-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038334";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL972";"SELEGILINE";"4.0";"187.29";"0";"2.18";"2";"C#CCN(C)[C@H](C)Cc1ccccc1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"43.54";"0.80";"5.97";"251.69";"1";"CHEMBL4011749";"Irreversible inhibition of human cerebral cortex MAO-B using [14C]-phenylethylamin as substrate pretreated for 60 mins followed by substrate addition after 20 mins by liquid scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011586";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL2396878";"";"None";"371.23";"0";"4.67";"DK258";"COc1ccccc1C(=O)/C=C/C1=Cc2cc(Br)ccc2OC1";"IC50";"'='";"42770.0";"nM";"4.37";"";"";"UO_0000065";"11.77";"0.26";"-0.30";"12.30";"0";"CHEMBL3097976";"Inhibition of MAO-B (unknown origin) using p-tyramine substrate by HPLC method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091392";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
